Sample_ID,Pathogen_Name,Pathogen_Type,Temperature (°C),pH,BOD (mg/L),Dissolved_Oxygen (mg/L),ORP (mV),Salinity (‰),Turbidity (NTU),Total_Coliform (MPN/100mL),Fecal_Coliform (MPN/100mL),Severity_Factor (1-10),Contagiousness_Factor (1-10),Outbreak_Factor (1-10)
WQ-85582-POS,Salmonella typhi,Bacterial,25.368695807506178,5.761778770222993,6.796786161917988,5.230119471429114,227.06772388542748,5.914133224739964,28.142304477281566,22123.155177701683,10367.060859462734,7.0,8.0,10.0
WQ-44573-SUM,Salmonella typhi,Bacterial,25.088274307244863,3.6498719492158433,5.413066199501592,3.0726605799936895,92.76591037122004,0.1123095527392547,31.12413907282535,3522.7352484973176,5655.199933204204,7.0,8.0,7.907353929410432
WQ-43289-SUM,Norovirus,Viral,44.141308058558195,9.13330533317507,6.165634095893932,3.6558836819643905,106.95878654802551,2.542966260394141,11.552175492374722,2034.037046381898,495.1277636360435,7.0,9.0,6.549980889503364
WQ-85841-SUM,Shigella,Bacterial,35.28308980232967,7.93201117301871,6.216740669887695,1.1671621638232066,-17.349085033506306,0.6407205562296058,37.88157138119223,7064.00803713084,6181.9737014659695,6.5,7.5,8.845703433629778
WQ-24893-SUM,Shigella,Bacterial,47.833284855027145,4.743527278078354,4.160437961487851,2.659672790896249,169.99473989061883,2.0597472119694884,39.29703905452347,13172.05378788277,7724.984791137806,6.5,7.5,9.58196378527645
WQ-88785-MON,Shigella,Bacterial,15.544822924153149,6.556250253940357,8.088045577912846,0.7928842002372656,1.6124687489718044,2.288563843669965,68.94662498171499,3144.0873811011124,4461.709514348224,6.5,7.5,10.0
WQ-15519-SUM,Dengue Virus,Viral,44.200140521485324,5.737020605489974,2.1718434495834025,6.010967919840263,218.79953232709047,0.3600056577610403,1.9703393788726649,795.0469266137239,0.0,7.0,8.0,4.047082929972618
WQ-85553-MON,Salmonella typhi,Bacterial,30.298786255757303,9.4820724667052,6.586584276111628,1.4631885233743254,-5.059033290935594,2.4637883785312833,90.34460198868739,21417.84068525298,2725.6425633621843,7.0,8.0,8.209851076582499
WQ-98499-MON,Vibrio cholerae,Bacterial,57.227733362350286,6.7283706354234605,4.013636902913347,2.6355402330254063,3.5262401893776176,13.603744718231988,341.039716702772,39838.65564354427,37881.655681677876,8.0,7.0,10.0
WQ-30534-MON,Salmonella typhi,Bacterial,20.661540275536503,8.534463523926739,19.367576740925763,1.2618842370240533,37.44682912553595,4.708362878366044,82.99514086793499,10837.477800598845,6484.352505295012,7.0,8.0,9.725815104154613
WQ-11656-POS,Salmonella typhi,Bacterial,26.123970216516888,5.733476380205018,10.603729792957123,1.1682980409648718,-2.961195681624464,4.679011328016948,51.06728503470791,7144.207673822927,13289.267078218385,7.0,8.0,10.0
WQ-61210-MON,Vibrio cholerae,Bacterial,36.68350351181628,4.989585795918165,5.255179685116928,3.214453022087054,-121.25933162958273,10.445263032925032,236.8875834803119,61023.183473892714,2113.6000457457144,8.0,7.0,10.0
WQ-64242-WIN,Dengue Virus,Viral,19.75004747123215,7.667868853042826,3.431838781990664,8.752304598902523,53.38592075504514,0.8018778746871622,0.5996981897583724,547.9463329883213,0.0,7.0,8.0,5.850968852755269
WQ-44722-MON,Shigella,Bacterial,32.93117681860642,7.750393826376298,4.648760291936212,2.059216156952046,33.18984430347044,1.31338571270975,194.28423794371875,42306.63118071801,12858.842873792884,6.5,7.5,9.230876142933344
WQ-70991-SUM,Vibrio cholerae,Bacterial,44.93251469057509,5.379519820415074,7.523940089160794,0.2581213542829097,-159.90665704872674,24.171120336818955,64.28869025390429,15910.577346360937,7382.114652283572,8.0,7.0,10.0
WQ-28403-MON,Dengue Virus,Viral,28.62159827833415,6.458746845581464,3.485437591365893,3.3623923132964952,5.550000400368447,0.7903287419003303,14.30210327699853,773.5654258827238,0.0,7.0,8.0,9.155299939990098
WQ-22021-SUM,Salmonella typhi,Bacterial,26.308913546778935,8.186123091454066,6.584252918313567,4.450418340977353,-80.13454769123396,1.472606304558819,23.351035309293124,16074.184817153973,3030.600085524914,7.0,8.0,7.565321453141529
WQ-44786-SUM,Salmonella typhi,Bacterial,35.651896453766255,6.126077383455213,5.277524721970722,0.834853361292417,-22.080149943194744,3.943489217097836,10.239441039438441,14911.07193116512,1786.803724759878,7.0,8.0,5.495870524711425
WQ-71187-WIN,Shigella,Bacterial,12.520574102827817,6.2350603869620045,6.417627409070578,3.405965660648093,115.15084232381884,2.2052984175176045,25.937394687395283,5610.757908167079,2732.3417518141587,6.5,7.5,4.860377657044663
WQ-40549-MON,Vibrio cholerae,Bacterial,22.278654707118235,5.812422716570593,13.034076385855439,0.16424010824208798,-55.10501170136524,13.850876083606297,445.32192524221756,32987.10972783693,1059.8526937712459,8.0,7.0,10.0
WQ-89661-WIN,Shigella,Bacterial,36.717484961764065,3.51013793275985,2.3954188150356845,0.35766219706540775,-65.7104117077415,2.7745642368500714,7.032726533803784,13784.614952382322,1143.6270974658703,7.0,7.0,7.578625316489458
WQ-76691-MON,Norovirus,Viral,10.016545908955285,3.6081793055242066,1.2438328968348338,0.6207517740429596,6.761569448644858,1.2160910707318386,50.106251644891,6138.5301242692885,417.6275217670955,7.0,9.0,10.0
WQ-35491-WIN,Salmonella typhi,Bacterial,28.9584833743993,6.545482193794845,4.894989554391855,3.5584789312365945,103.18145954584975,0.210890749092437,7.817101646636714,3304.576036039815,4682.038939441507,7.0,8.0,6.296417710030333
WQ-71597-POS,Shigella,Bacterial,12.840623441327946,4.700600456612856,4.299172394773388,3.2737812987350448,12.022075185865457,2.170517706603391,12.86177361933937,5115.301110077979,2638.9992444479053,6.5,7.5,9.963399306257676
WQ-27933-WIN,Norovirus,Bacterial,19.72937290833348,5.928399818943769,4.552372007219692,2.8099990664598744,-68.35104629405105,0.914127585150228,10.579706724370201,2193.3445018646794,1032.6653852003644,7.0,8.0,5.417020639539565
WQ-65202-POS,Shigella,Bacterial,48.45033502573619,6.758219066095334,4.888179670444932,6.116763167265496,90.40995438872226,1.9083773790277534,30.967788478537162,4039.101589073301,6859.3141969567305,6.5,7.5,10.0
WQ-35505-WIN,Vibrio cholerae,Bacterial,20.453821753095124,9.056325366493851,6.53563169267411,2.4726266294343247,-31.8501320279575,18.297752442830365,37.51322064030615,20739.690504063266,11109.907334153117,8.0,7.0,5.355756718117851
WQ-64016-SUM,Shigella,Bacterial,38.15464032273748,4.433997939050248,3.545607532124376,1.6191366693933362,-3.772393680784875,1.9227519536893634,31.221874406006744,23179.72447712607,4263.445092349153,6.5,7.5,8.365775100516807
WQ-88964-POS,Shigella,Bacterial,48.078941822577676,7.560515024956124,9.256514904812288,1.6156184658696495,67.10346745532688,0.9033247251990123,31.524306196165448,1804.704124100223,4765.131747113259,6.5,7.5,9.524430671156427
WQ-20353-SUM,Shigella,Bacterial,37.82969832421279,5.258231956815338,9.444145238247891,2.987181220424541,2.405100388902849,0.8854433058569273,17.998857024222104,25714.57365343296,1637.7148248463893,6.5,7.5,6.443622078515047
WQ-65830-MON,Salmonella typhi,Bacterial,44.108170835159754,5.1627729005363046,6.080846403592479,1.6009367928370681,264.6909516508684,2.3146126793168094,44.662913072734064,10273.316624937386,17534.989421811515,7.0,8.0,8.097095817655397
WQ-25206-MON,Dengue Virus,Viral,29.132217750647843,11.895575603602175,3.969648198708424,4.909952131848473,108.90518112072571,0.5204268975027591,6.1432075099626005,7807.019094050495,0.0,7.0,8.0,7.7934822576919265
WQ-21642-SUM,Plasmodium falciparum,Parasitic,39.26929307999324,6.972712302246343,3.7868248999030745,4.329218700632439,37.55139321391345,0.23676395744884193,12.54972378019652,474.5796238361302,0.0,9.0,9.0,10.0
WQ-44433-WIN,Shigella,Bacterial,14.392944686501421,10.499544716946902,3.3589860719879416,1.704029705264349,81.52730843230148,1.0767327521106858,15.899299183691923,6262.12062537001,349.2306899606585,6.5,7.5,8.668126253300406
WQ-23098-MON,Vibrio cholerae,Bacterial,32.42802956926018,6.182640173935975,5.884851909424903,3.625813751930402,-203.83705483148617,13.785601443665346,304.25241200199844,14157.28472074262,14666.020158455132,8.0,7.0,6.39431421268713
WQ-46215-POS,E. coli O157:H7,Bacterial,16.327967837478127,12.117295835219112,2.8769217276082126,5.1203585665674956,242.00930409530224,3.028393159086905,38.998047456528155,10599.76141905131,11149.585262131874,7.0,7.0,8.751285512872117
WQ-67027-SUM,E. coli O157:H7,Bacterial,53.314501743881046,6.253690811281313,8.16968506289456,2.5687561303034707,31.958594537916547,4.252623447518363,26.99255821447402,10512.527757185275,16135.520167800252,7.0,7.0,10.0
WQ-78568-SUM,Vibrio cholerae,Bacterial,18.327064824822823,8.125819373456832,6.508043726675765,0.7720360219694075,-196.37615288569117,6.031123831157309,38.40335398638023,80462.84152000664,21327.10348619015,8.0,7.0,9.295330833765385
WQ-48718-WIN,Salmonella typhi,Bacterial,9.077900569864983,6.067271905131403,4.315989262131301,2.75544612194612,-34.724739865396764,2.7131277236407483,19.868208686984556,75203.06109956114,11633.88386127257,7.0,8.0,10.0
WQ-92607-POS,Salmonella typhi,Viral,27.27771155687978,2.225632247489486,3.8958544367500707,1.0901379234970405,294.010036428725,0.3448634724131886,0.0023252678528772937,952.7691213194702,1026.2575074435608,7.0,9.0,6.557568695110087
WQ-41551-MON,Shigella,Bacterial,40.94827074527589,6.624809778292515,3.8561824869233092,2.4685997826388095,33.04998203134867,1.7129572530729258,70.78529699721355,15014.19366472839,9772.7307515249,6.5,7.5,9.571065468669662
WQ-29995-SUM,Norovirus,Viral,36.36927871531422,3.1038017266237805,1.9648334840101755,3.9886886041217786,54.893188309918216,2.8601775737211015,11.119907134946725,896.162994430074,1404.7636922309093,7.0,9.0,4.734011406226907
WQ-35913-WIN,E. coli O157:H7,Bacterial,11.78784538711239,4.2836636795130385,2.849349449251448,5.833236025249088,-16.498672176272954,1.476347612607058,8.254488706953207,9512.046401475196,2257.0877881753286,7.0,7.0,6.879076460738086
WQ-76606-SUM,Norovirus,Viral,43.120009840289136,3.0677208243236738,1.21610805380174,1.3846690463382523,186.28609709543582,1.2640433153199329,11.334761860774025,5335.9947295469665,764.297934288956,7.0,9.0,6.553893503682668
WQ-40407-POS,Vibrio cholerae,Bacterial,37.77430673232295,6.264318207441846,4.753717291408891,2.6410039569022663,67.02251154842573,31.71458085028093,95.6413631926903,34808.42517788157,6158.609469264335,8.0,7.0,10.0
WQ-98759-WIN,E. coli O157:H7,Bacterial,17.044844557252965,4.785752833237719,10.126754349837448,6.814091368395855,235.64054029290833,0.37605311188100665,4.779327051588964,5666.063100109052,1649.5020689436828,7.0,7.0,9.059730570878639
WQ-99046-WIN,Dengue Virus,Viral,19.023542465680222,6.832993334835319,3.154910670285148,6.022712772545528,10.363743554958113,0.5020890406824535,2.157636696573129,517.9159187140356,0.0,7.0,8.0,4.388644319607675
WQ-38755-MON,Vibrio cholerae,Bacterial,48.906683876982086,9.652054463487168,5.5922087153673665,0.8058937193227739,-88.34973621226517,24.165143237846742,284.4410858964795,17775.927321864314,1531.3135018166117,8.0,7.0,10.0
WQ-35133-WIN,Norovirus,Viral,8.272529814813721,5.441680179501367,0.762423058703684,2.2137055391198843,140.37144578472072,0.15657016622699857,4.586325770451127,2418.6769403378344,591.9360063934181,7.0,9.0,8.658493525357942
WQ-59695-SUM,Vibrio cholerae,Bacterial,33.61730408602168,4.4138567163074836,7.3649093207970155,1.6197149485798685,-200.18993266289365,20.49464189191682,66.52206622861891,23683.495779873694,18694.46694264884,8.0,7.0,7.705037289061287
WQ-57648-SUM,Vibrio cholerae,Bacterial,34.54643560341611,9.972358851245994,4.602885159176422,0.7299887983805383,-53.43439533800592,18.76057225833849,56.22728330465135,6717.2475618763565,4437.02189125696,8.0,7.0,6.80829867734853
WQ-87999-POS,Vibrio cholerae,Bacterial,43.62515862105485,7.082267813492029,10.761505370012673,1.6543965059751418,55.41973321676152,18.715787826553267,77.77699371994574,29210.46085391225,14419.924189192272,8.0,7.0,10.0
WQ-53968-SUM,Shigella,Bacterial,31.013306441245195,7.716485298157145,3.308112353285223,1.896418491885303,-44.25745435120415,0.5155228260019202,25.93809133316734,3989.1276329559555,4191.006214299194,6.5,7.5,7.543097406212627
WQ-89518-POS,Norovirus,Viral,38.00519449037963,3.983252963299838,1.2847059495431954,2.5906466897816944,-1.9702741770536374,2.614803870538648,6.102134948664763,2748.1446905598655,819.5731267958894,7.0,9.0,4.662506633202929
WQ-74022-MON,Salmonella typhi,Bacterial,26.863612204433625,7.0242394679496725,9.22857568453476,2.7436545267212797,136.8987345813942,4.0250271034047,281.71733872595826,21101.7009302887,10901.46652783422,7.0,8.0,9.774407265994897
WQ-96457-POS,Dengue Virus,Viral,28.744322197557644,8.7745490708192,4.130296967896301,5.49814654099014,170.14025253442512,1.3213507658182015,8.416601437399255,751.8496555903557,0.0,7.0,8.0,7.763706332465706
WQ-35516-POS,Vibrio cholerae,Bacterial,53.617199707127625,7.903088891640199,5.812475473870977,0.23206753146018652,18.32260608386003,10.37218591206429,43.845971155793656,38388.685795261496,25495.202863895654,8.0,7.0,5.3936417199869515
WQ-92416-WIN,E. coli O157:H7,Bacterial,23.397159431694686,7.704589289338305,10.493354115310122,3.65171369266983,32.69624842060347,3.2278219979711382,16.245427347984187,12794.038913992074,4730.701682548221,7.0,7.0,8.228898156634008
WQ-89717-SUM,Vibrio cholerae,Bacterial,33.63020466735265,10.028792211824635,8.895736290725766,3.498063082344643,7.620062768578094,11.226841746732793,25.904625676413104,36523.92277281248,36729.51220162917,8.0,7.0,8.013459087183517
WQ-48573-SUM,Norovirus,Parasitic,32.54403996735347,9.45239044507565,6.663634019987124,3.125276869307968,13.93290713885768,0.4135372861543462,12.290392109846785,627.1327941948115,0.0,9.0,9.0,8.634867656502696
WQ-10243-SUM,Plasmodium falciparum,Parasitic,54.00114469653014,8.390695690542875,11.210558413079797,2.6281049882140906,-89.77262767517603,0.27995615854055245,11.818184737096898,448.6396434270851,0.0,9.0,9.0,5.672145664756924
WQ-88858-POS,Shigella,Bacterial,26.414753756295372,8.784811965659653,9.54391825621637,3.0143471100462733,136.00359635392425,3.6140505973042103,31.027138377849592,7674.771420160038,4208.73613260239,6.5,7.5,9.468595006192878
WQ-87042-SUM,Salmonella typhi,Bacterial,71.4066017103195,8.635792112668641,8.056312461205282,1.5285617107944183,142.1619531278967,1.0086011567281659,18.00410071775525,10880.15154749738,4653.461827952835,7.0,8.0,7.40128512319574
WQ-62312-WIN,Norovirus,Bacterial,18.5904710459228,5.782986490868557,3.5735691030647834,1.3616964111509928,169.55718890732697,3.8944681522957834,11.02506719914799,10321.717730279783,3084.8307386506217,7.0,8.0,6.201333258134699
WQ-23448-WIN,Shigella,Bacterial,26.047178955952887,5.716987756358399,6.799639786488783,3.067819674520425,190.79861361086756,0.9279649216928555,13.589852040249179,4068.6922185832564,235.4609168441317,6.5,7.5,4.770474308333925
WQ-14953-POS,E. coli O157:H7,Bacterial,33.9728669870459,9.169344233289399,5.561002214347338,3.6054892239882266,-2.9162288000764294,1.9585607316000246,37.12855125152545,21916.78125547863,2278.57322725253,6.5,7.5,7.247653275809368
WQ-90045-MON,Norovirus,Viral,45.41723372721542,5.951208668836757,4.345866905874557,4.190162872069737,110.38343888317758,1.952297852792349,25.84448100324449,7041.7942092181465,2753.7921679690985,7.0,9.0,9.435998837913374
WQ-80621-POS,Salmonella typhi,Bacterial,27.43253638968529,5.9369218834861375,5.604681409191216,3.487945900864177,-17.20179374610761,2.23781023540635,15.161630078353333,2420.3148939007388,702.2898213663453,7.0,8.0,8.508277369814888
WQ-23520-SUM,Salmonella typhi,Bacterial,37.58136694491099,7.357939188245905,12.721273006387701,2.829443548027858,185.89079195338235,2.8153415225317504,15.64934204958958,8677.761300346287,4337.941084456384,7.0,8.0,6.651806459762778
WQ-66514-SUM,Shigella,Bacterial,37.50961805046769,8.110368869135504,5.930397799824888,1.4860435164489905,16.721690995060555,0.6083076302541108,29.72752161866324,1731.3741899347174,1022.8680447216839,6.5,7.5,8.939183864635744
WQ-12892-WIN,Shigella,Bacterial,14.182495481188228,2.7992549165572838,6.552265821501583,1.9349940564709844,10.799533930272494,2.320181738594859,16.33429683584525,11229.290420565667,1136.0883761701841,6.5,7.5,10.0
WQ-85525-SUM,Norovirus,Bacterial,48.94462052995472,5.278593345977315,3.4552724968891226,2.9151715906713687,245.34254038124564,3.6393234591201185,9.60537302525322,17475.651426723813,7155.098350531049,7.0,8.0,9.52204106944612
WQ-62693-POS,Shigella,Bacterial,23.253728999795023,4.687560626309483,7.1445517780962335,1.5788745343684951,43.76002032296925,2.1480707050176577,13.77614886795178,13879.939837613201,4382.28736703459,6.5,7.5,10.0
WQ-76559-WIN,Vibrio cholerae,Bacterial,14.779552590733434,5.434529335473156,3.845074650182743,1.8843395608676827,16.74132306885264,38.680212537199736,38.894247271857864,12139.586761992578,6910.945240703625,8.0,7.0,9.498608734715685
WQ-45806-POS,Vibrio cholerae,Bacterial,26.54299563828043,6.704327135334232,4.773837168876183,1.1168648520614919,-55.48117927122007,11.997225482569595,69.88297934387026,2246.283812189604,13574.803979936758,8.0,7.0,9.040753593375316
WQ-46893-POS,Plasmodium falciparum,Parasitic,42.9500806750122,4.877149679473703,9.331174353554477,4.818071631235757,-117.64178943606056,0.7993387765274268,14.054240242662974,229.6191432149618,0.0,9.0,9.0,3.50348553048089
WQ-70494-POS,E. coli O157:H7,Bacterial,19.385434682600955,5.938273264501614,6.0541997922609685,3.3595658062943334,12.092009996294983,5.859586056645341,6.808616109023147,17303.005138051896,3810.6527810632397,7.0,7.0,7.936782945584107
WQ-53822-MON,Shigella,Bacterial,45.672257007681985,5.752507955048909,7.148428022405746,1.200992651180888,102.05660611469919,0.5058051929626786,70.7212140617586,19236.556450797623,1599.267435105963,6.5,7.5,10.0
WQ-14839-SUM,Norovirus,Viral,8.282906067529284,10.060794961709034,3.7894416252358885,2.635586103417287,156.1173465086175,1.1255649552396405,9.686219854686124,2936.5359504003654,68.88358265674157,7.0,9.0,6.06085348695648
WQ-29618-WIN,Shigella,Bacterial,18.71917600462376,5.07718774454564,4.881211158456628,2.1081730385040816,133.4421994592054,4.098183237135279,14.52748161370258,5984.376220222115,1719.2963049944358,6.5,7.5,7.543929219865375
WQ-61036-POS,Salmonella typhi,Bacterial,23.233979328668024,7.395416342230143,5.204833602180019,3.205607457340874,12.263051764033744,2.500480949023032,47.52873123079617,5758.914929460669,2624.005966972554,7.0,8.0,5.9660927325097415
WQ-69989-MON,Shigella,Bacterial,27.74728678418682,3.7881113906249624,7.098151257263363,0.6544934152428133,223.01387354473698,2.7649074927900386,104.1152984179647,3416.44409712685,6514.306589672717,6.5,7.5,8.216408972507331
WQ-87740-POS,Vibrio cholerae,Bacterial,28.9286991305189,5.858263794729668,9.24344138770064,0.517356516629294,-100.60085545195444,30.4197391005048,92.95262378076346,54659.46090480666,6978.0485891749895,8.0,7.0,9.62457060788873
WQ-66766-SUM,Shigella,Bacterial,36.96356340609035,5.908043328701179,5.441114717867605,1.2155183130196514,178.89399968180408,1.9778696024039817,25.485979185221872,13662.176604043589,3606.999544237825,6.5,7.5,1.9183621024581718
WQ-81555-WIN,Shigella,Bacterial,18.93246350353411,6.2435316421206455,7.734957963781153,1.7669192014631063,41.102008734445896,0.5584419509271287,11.090891699123413,5853.950949496256,4050.246575971344,6.5,7.5,10.0
WQ-30643-WIN,E. coli O157:H7,Bacterial,11.83022278682357,4.55540830762309,7.713769787167716,0.5340973430707501,138.77301613881957,2.1000279758646947,8.652308874062237,7577.70865988199,7942.086582290949,7.0,7.0,9.160295821431355
WQ-97706-WIN,Clean Water,None,2.3330802464354,7.103778760774316,0.8062938758104135,17.725548402619022,371.3248400296186,0.4467980471869346,0.0,657.9225312265253,0.0,0.0,0.0,0.0
WQ-79610-MON,Salmonella typhi,Bacterial,60.03609150770129,10.673815760730337,8.413564268097304,1.8331246009566595,228.2559941812739,0.7669156001896611,136.8391857502191,28879.187672021057,1578.0081774043551,7.0,8.0,10.0
WQ-67984-MON,Dengue Virus,Viral,12.720085499178005,7.603543389139009,5.239656776267056,3.8126042826554793,185.72149370428937,0.6420265697035261,3.994697991359499,420.1117680926236,0.0,7.0,8.0,2.358975225793986
WQ-22855-WIN,Vibrio cholerae,Bacterial,17.23797611785304,9.870912006977012,10.619395005276324,2.9768290708951497,-39.11645743412683,15.714655837392206,26.299170658296628,9581.505938125783,12829.69521203913,8.0,7.0,9.735620087559653
WQ-12582-SUM,Salmonella typhi,Bacterial,31.117712772723202,6.201713816709318,5.511679454696294,3.109277486134588,72.00011089188658,2.000146022456101,5.3798098916168025,13029.59549549166,10399.240133361467,7.0,8.0,10.0
WQ-17637-SUM,Vibrio cholerae,Bacterial,37.90350344378414,7.781109455088782,3.151002627819789,1.6304689654267255,-98.14208888874751,3.2044482505734915,117.63896628080752,3525.5561228741394,9156.573760862724,8.0,7.0,5.713483775274214
WQ-24714-POS,Norovirus,Viral,16.551874921345952,8.307655870511176,5.693062681352319,1.154233355747543,224.45520996083974,2.1977959572671364,1.3558291270438811,2111.1927990199356,119.08993454436339,7.0,9.0,0.6852820012058025
WQ-96448-POS,Salmonella typhi,Bacterial,28.693675119102604,6.426955930456294,7.599902365869702,3.3756998342862987,218.18770592119844,1.970012437443307,44.21779075669168,3552.3286478265945,8347.664000983195,7.0,8.0,10.0
WQ-32971-MON,Salmonella typhi,Bacterial,16.879367930062447,5.085386915228412,8.31512733244704,2.9798411873304045,12.961221251078083,1.1421826111163433,111.03605115536047,20699.44635445666,4882.222785139538,7.0,8.0,8.160283673287728
WQ-44206-MON,Salmonella typhi,Bacterial,50.87071257176967,11.801178721415567,6.425852728949006,1.2959057912428953,-99.40659197684373,1.609791511237869,69.78746601956533,13628.983194943634,679.2417961552283,7.0,8.0,10.0
WQ-16024-SUM,Vibrio cholerae,Bacterial,20.892951253355733,7.758300737850443,6.9439932194674565,2.791586318398791,77.46536984559579,21.420771892348682,36.857832059634816,15292.795706897019,2558.0141504047006,8.0,7.0,9.22919793712063
WQ-56414-MON,Shigella,Bacterial,22.350731568488264,3.77374484552313,6.740356117685589,2.18763206323678,101.18754794879418,1.4380844504775394,160.11886713081608,9250.014030632503,1510.4128890928887,6.5,7.5,10.0
WQ-48230-MON,E. coli O157:H7,Bacterial,27.684707299326636,5.1994632564759975,3.8375542716370723,0.03506426572493919,366.1451056212953,2.5965789692676644,71.93493014686977,8042.967118411222,23440.193225425355,7.0,7.0,10.0
WQ-29027-POS,E. coli O157:H7,Bacterial,21.473701389353117,6.623960989463127,3.202676400117138,0.3913217317830965,212.9946032075941,1.1351297571218848,20.94195406199633,23956.7544479588,16327.091506390057,7.0,7.0,10.0
WQ-84185-WIN,Plasmodium falciparum,Parasitic,26.337038235332503,5.342353053481504,8.993557717007915,5.183135184834805,-116.20177058147496,0.5843833750350107,6.934846796317835,609.4496336667461,0.0,9.0,9.0,9.216407263215293
WQ-56381-MON,Norovirus,Bacterial,24.64040703630222,4.422804648971754,4.602532815663104,6.121459232220192,-73.76229751588323,3.1104514237765235,77.82130987056279,3151.198055443241,2032.2728927550238,7.0,8.0,10.0
WQ-87179-SUM,Vibrio cholerae,Viral,33.92267668595201,4.647184587922189,2.2464949028789785,6.92358141350585,-35.484629105593186,0.15253010550409785,9.081689434922325,626.8626256392512,0.0,7.0,8.0,7.41300963175442
WQ-50045-SUM,Vibrio cholerae,Bacterial,39.83214987920586,3.1374040695119927,7.399515022971524,3.22779036243191,-215.45712762468787,8.401303474218702,32.63149783828093,14610.776574523903,15000.902151006954,8.0,7.0,10.0
WQ-33255-POS,Dengue Virus,Viral,20.100391842442576,4.9751720240979855,4.8732248165377925,6.85414009748264,104.32239302994758,0.33365958015426905,4.191805654445206,782.7321047036647,0.0,7.0,8.0,6.738857212244386
WQ-86503-WIN,Shigella,Bacterial,20.866281173870206,8.403681047553937,9.398583747391163,1.0930102359597813,12.593992617292074,1.8762028715115373,24.951605633699366,2823.550186421892,1323.6600915400209,6.5,7.5,6.280047427216616
WQ-23831-MON,Plasmodium falciparum,Parasitic,34.23165096568998,6.826180381307644,11.451288208575628,3.400275040227077,-18.09237089287239,1.271211648690639,40.26701980595406,468.03672316493265,0.0,9.0,9.0,10.0
WQ-32466-SUM,Shigella,Bacterial,47.56751456242681,4.523251849932375,6.926282172328321,3.7385672642527643,86.13567215846403,3.0277690472614767,32.50627854496088,15351.157600304325,6739.94115393558,6.5,7.5,8.316718778472234
WQ-11143-MON,Vibrio cholerae,Bacterial,23.376829739743517,4.894976933715359,5.882009854293537,2.36845594573434,-140.53149909483756,16.22580540123375,230.0992536904019,52526.44631513612,36071.37917057826,8.0,7.0,10.0
WQ-21016-WIN,E. coli O157:H7,Bacterial,11.554978037806409,3.810493064671368,10.021372247986733,4.885646141105704,-99.5716404919089,2.4667901998149606,12.184077166124592,7329.760427928134,7846.6888855488205,7.0,7.0,10.0
