Station Code,Monitoring Location,State,Temperature (°C) Min,Temperature (°C) Max,Dissolved Oxygen(mg/L) Min,Dissolved Oxygen(mg/L) Max,pH Min,pH Max,Conductivity(µmho/cm) Min,Conductivity(µmho/cm) Max,BOD(mg/L) Min,BOD(mg/L) Max,Nitrate N(mg/L) Min,Nitrate N(mg/L) Max,Fecal Coliform(MPN/100ml) Min,Fecal Coliform(MPN/100ml) Max,Total Coliform(MPN/100ml) Min,Total Coliform(MPN/100ml) Max,Fecal Streptococci(MPN/100ml) Min,Fecal Streptococci(MPN/100ml) Max
30007,RIVER MARKANDA AT NARAINGARH (HARYANA),HARYANA,18,33,0.3,6,7.2,8.2,549,1242,1,97,0.49,1.62,450,330000,3300,920000,700,3500
1444,RIVER KALI AT D/S WEST COAST PAPER MILL (WCPM),KARNATAKA,25,29,7.3,7.6,7.1,7.9,63,104,2,2.8,0.32,0.32,94,180,203,660,16,84
2780,"RIVER KALI AT U/S OF WCPM, DANDELI",KARNATAKA,26,27,7.5,7.8,6.8,7.7,54,83,2,2.5,0.3,0.32,58,140,172,580,14,63
1894,RIVER KUMARADHARA U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH NETHRAVATHI,KARNATAKA,27.8,34,7,7.8,7.3,8,128,152,2,2,0.3,3.4,17,94,110,920,,
3562,RIVER NETRAVATHI AT THUMBE WATER SUPPLY STATIONS TO MANGALORE CITY,KARNATAKA,27,32,6.6,7.6,7.3,7.8,118,170,2,2,0.3,2.4,11,140,94,1100,,
3563,RIVER NETRAVATHI AT U/S OF UPPINANGADI TOWN,KARNATAKA,28,32.7,6.9,7.8,7.2,7.9,129,160,3,3,0.3,2.9,26,94,140,920,,
1892,RIVER NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,28,32,6.8,7.7,7.3,8,134,150,2,2,0.3,2.2,14,130,90,950,,
4496,RIVER AGHANASHINI MARIGADDE (SIRSI),KARNATAKA,20,27,7.2,7.8,7.1,7.5,55,118,2,2.6,0.3,0.43,38,58,70,120,13,23
4497,RIVER KENGRE HOLE (SIRSI),KARNATAKA,20,26,7.2,7.8,6.8,7.4,63,118,2,2.5,0.3,0.32,32,63,56,180,9,24
1443,"RIVER ACHANKOVIL AT CHENNITHALA, ALAPPUZHA",KERALA,25,29,5,7,6.1,8.2,104,289,1,2.1,0,6.44,170,240,700,940,2,20
3465,"RIVER ACHANKOVIL AT KALLARAKADAVU, PATHANAMTHITTA",KERALA,25,29,6.1,7.4,6.4,8.2,79,244,1,1.7,0,2.4,120,330,810,1200,2,80
3466,RIVER ACHANKOVIL AT PANDALAM,KERALA,25,29,5.3,7.4,6.8,7.9,96,247,1,2.8,0,2.8,79,210,700,840,2,2
1342,RIVER ACHANKOVIL AT THUMPAMON,KERALA,24,28,4.9,7.6,6.5,7.9,83,246,1,3,0,1.8,170,350,790,1000,2,20
2319,RIVER ANCHARAKANDY AT ANCHARAKANDY,KERALA,28,31,5.9,7.8,5.5,7.1,134,42200,1,3.5,0.3,0.3,100,490,150,920,10,49
2297,RIVER ANCHARAKANDY AT MERUVAMBAYI,KERALA,27,31,5.7,8.5,5.3,7.8,79,1575,1,3,0.3,0.41,100,220,200,400,10,20
5176,RIVER KANAMPUZHA IN KANNUR MUNCIPALITY,KERALA,,,2.8,7.9,6.3,7.7,,,1,4.2,0,0,170,540,,,,
2286,RIVER AYIROOR AT AYIROOR BRIDGE,KERALA,26,29,5.1,7.8,6.1,7.3,111,254,1,2.7,0.3,0.32,790,2000,1300,4000,2,2
2331,RIVER BHARATHAPUZHA AT KUTTIPPURAM,KERALA,26,34,5.5,8.2,7.3,7.9,107,408,1,3.7,0.3,0.7,100,490,200,630,2,160
2332,RIVER BHARATHAPUZHA AT PATTAMBI,KERALA,25,34,6.5,8.3,7.3,8,161,460,1,3.9,0.3,0.69,2,400,100,600,2,200
2328,RIVER BHARATHAPUZHA RSVR AT MALAMPUZHA,KERALA,25,32,6.7,7.6,7.2,7.9,79,158,1,3,0.3,0.59,2,310,100,500,2,40
1154,"RIVER CHALAKUDY AT PULIKKAKADAVU, THRISSUR",KERALA,26,29,6.1,7.3,6.6,8.9,66,400,1,2.8,0.3,1.15,5,2000,310,7900,8,400
21,RIVER CHALIYAR AT CHUNGAPALLY,KERALA,26,30,6.1,7.9,5.8,7.7,50,29850,1,1,0.3,0.96,90,4900,250,6300,2,430
20,RIVER CHALIYAR AT KOOLIMADU,KERALA,25,30,6,8,6.4,7.7,38,121,1,1,0.3,0.36,100,5400,250,6300,10,540
3464,"RIVER CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,25,32,6.6,8,6.5,7.6,43,109,1,1.1,0.3,0.3,310,7000,1200,8400,2,700
5192,"RIVER CHALIYAR BEYPORE PORT, KOZHIKODE",KERALA,,,4.3,7.7,6.4,8.2,,,1,2.8,0,0,10,2100,,,,
1573,"RIVER CHITHRAPUZHA AT IRUMPANAM, KERALA",KERALA,27,30,0.7,6.7,6.4,9.1,135,2399,1,4.8,0.3,12.21,1100,7900,2200,12000,100,1000
5215,"RIVER CHITTURPUZHA AT CHITTUR BRIDGE, PALAKKAD",KERALA,27,33,5.9,7.6,7.8,8.4,299,470,1.1,3,0.3,0.5,2,490,2,600,2,60
2287,RIVER ITHIKKARA AT ITHIKKARA,KERALA,25,28,5.1,6.9,7.1,7.8,106,16856,1,2.9,0,3.5,220,480,700,1200,20,100
1564,RIVER ITHIKKARA KERALA,KERALA,24,29,6.4,7.4,6.4,8.1,111,1101,1,2.6,0,2.2,150,200,700,940,2,2
5204,"RIVER ITHIKKARA AT KALLADATHANNI, KOLLAM",KERALA,24,29,5.5,7.1,6.5,7.4,106,20986,1,2,0,0.9,130,200,630,790,2,31
2293,RIVER KADALUNDI AT HAJIRAPPALLY,KERALA,22,24,6,9,6.6,7.6,81,126,1,3,0.3,0.7,20,250,31,490,2,49
1566,"RIVER KADALUNDI AT THIRURANGADY, KERALA",KERALA,22,24,5.5,8.2,6.8,7.8,76,153,1,3,0.3,0.55,20,280,49,1200,2,120
5202,"RIVER KALLADA AT KULATHUPUZHA, KOLLAM",KERALA,24,28,3,8.3,6.4,7.6,74,26352,1,6.4,0,1.7,200,5600,840,9400,20,1280
5203,"RIVER KALLADA AT MUNDROTHURUTH, KOLLAM",KERALA,22,29,4.4,6.9,6.5,7.4,126,34110,1,3.6,0,3.4,210,310,700,1000,20,49
2337,RIVER KADAMBRAYAR AT BRAHMAPURAM,KERALA,28,30,0.8,5.8,6.5,8.2,102,1768,1,5,0.3,7.4,210,41000,1500,140000,70,7000
2338,RIVER KADAMBRAYAR AT MANCKAKADAVU,KERALA,28,29,1.2,5.2,6.4,8.9,94,160,1,3.4,0.3,0.75,400,3800,1500,6300,70,430
42,"RIVER KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR",KERALA,24,29,6.1,8.3,6.4,7.5,72,244,1,2,0,4.5,120,430,630,1200,2,31
2294,"RIVER KALLAYI AT KALLAYI BRIDGE, KOZHIKODE",KERALA,26,31,0.4,5.2,6.6,8,482,55025,2.4,12.8,0.3,1.86,2100,410000,3600,490000,210,20000
5225,"RIVER KALLAYI AT KOTHI BRIDGE, KOZHIKODE",KERALA,27,31,1.1,7,6.7,8,523,57095,1,4.7,0.3,3.48,60,390000,170,490000,20,2100
5224,"RIVER KALLAYI AT MOORIYADU, KOZHIKODE",KERALA,26,32,0.7,4.4,6.7,8,305,63450,2.9,12.3,0.3,2.28,1300,480000,2600,630000,120,16000
3460,"RIVER KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,25,32,4.8,7.3,7.4,8.3,199,815,1.3,3.1,0.3,0.88,2,490,100,630,2,80
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,26,28,6.7,8,6.2,8.8,59,160,1,2.1,0.3,0.3,100,920,490,1300,2,2
1155,"RIVER KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,26,29,0.4,6.5,6.6,7.6,253,1299,2.5,7.3,0.3,5.2,11000,24000,24000,46000,2,2
5196,"RIVER KARAMANA AT PEPPARA UPSTREAM, PEPPARA DAM, THIRUVANANTHAPURAM",KERALA,26,29,7,8.1,5.9,7.8,51,99,1,1.9,0.3,0.3,100,580,310,790,2,2
5195,"RIVER KARAMANA AT THIRUVALLOM, THIRUVANANTHAPURAM",KERALA,26,29,4.1,8.3,6.5,7.5,154,1001,1,5.2,0.3,0.3,2200,8100,4000,10000,2,2
3458,RIVER KARAPUZHA DAM AT WAYANAD,KERALA,23,32,6.1,8,6.2,7.3,124,159,1,1.5,0.3,0.3,2,84,2,170,2,55
2289,RIVER KARUVANNUR AT KARUVANNUR BRIDGE,KERALA,17,30,4.7,7.3,6.6,8.6,48,140,1,2.9,0.3,0.3,2,310,2,790,2,2
2301,RIVER KAVVAI AT KUTTIYOL PALAM,KERALA,28,31,3.3,7.8,5.9,6.8,108,271,1,3.5,0.3,0.3,200,400,400,800,10,20
2295,RIVER KORAPUZHA AT KANAYANKODE,KERALA,26,31,4.5,6.6,5.9,7.4,350,44820,1,3.6,0.3,1.25,79,3400,100,4600,2,220
2326,"RIVER KORAYAR NEAR NARAGAMPALLY BRIDGE AT KANJIKODE, PALAKKAD",KERALA,26,31,5.3,7.9,7.9,8.4,525,861,1,2.8,0.3,0.85,2,200,2,600,2,80
5210,"RIVER KOTHAMANGALAM AT KOOROOR THODU, ERNAKULAM",KERALA,25,30,6.2,8.1,6.2,6.8,27,83,1,2.3,0.3,0.74,3,70,5,350,2,380
2298,RIVER KUPPAM AT RAYAROM,KERALA,27,32,5.6,7.8,6,7.4,69,200,1,3.8,0.3,0.3,79,250,200,410,10,20
1569,"RIVER KUPPAM THALIPARAMBA, KERALA",KERALA,28,32,3.3,8.9,6,7.3,200,59700,1,3.6,0.3,2.8,170,450,280,920,10,20
5234,"RIVER KUPPAM AT UROOTERI, KANNUR",KERALA,27,31,3.6,7.8,5.8,7.2,66,683,1,2.6,0.3,0.3,49,200,100,400,10,20
1567,"RIVER KUTTIYADY ESTATE, KERALA",KERALA,27,32,6.3,7.8,6,7.8,23,34,1,1,0.3,0.3,58,2200,94,4100,2,94
1568,"RIVER MAHE AT VALAYAM, KOZHIKODE",KERALA,26,30,5.7,7.9,6.2,7.4,39,99,1,1.1,0.3,0.3,100,4600,200,8400,2,310
2285,RIVER MAMOM AT MAMOM BRIDGE,KERALA,26,29,6.2,8,6.3,7.3,105,167,1,2.8,0.3,0.3,700,2200,920,3500,2,2
1340,"RIVER MANIMALA AT KALLOOPARA, KERALA",KERALA,27,30,6.5,7.9,6.9,8,154,864,1,6.9,0.3,0.3,2,2000,2,15000,2,580
1384,"RIVER MANIMALA AT THONDRA, KERALA",KERALA,27,30,6.5,8,6.8,7.4,159,1586,1,3.8,0.3,0.85,2,1000,2,10000,2,2
3459,"RIVER MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,23,32,5,8,6.5,6.9,109,222,1,1.6,0.3,0.35,2,170,22,310,2,150
2307,RIVER MANJESHWAR AT BAJRAKKARA BR.,KERALA,27,32,6.2,7.8,6.9,8.2,84,168,1,2,0.3,0.3,2,400,340,1000,2,94
5245,"RIVER MANJESHWAR AT BANGRA-MANJESHWAR BRIDGE,HOSDURG, KASARAGOD",KERALA,27,32,5.1,7.7,6.5,7.9,165,52100,1,2.6,0.3,6.73,94,390,490,920,2,120
1339,"RIVER MEENACHIL AT KIDANGOOR, KOTTAYAM",KERALA,27,28,6.5,9.1,6,6.7,33,81,1,1.5,0.3,0.43,2,450,150,790,2,2
5244,"RIVER MOGRAL AT MADHUR BRIDGE NEAR MADHUR SRI SIDHIVINAYAKA TEMPLE, KASARAGOD",KERALA,26,31,5.6,7.8,6.9,8.4,66,161,1,2.7,0.3,0.66,130,240,260,840,2,63
2304,RIVER MOGRAL AT MOGRAL BR.,KERALA,27,32,5.2,7.2,6,7.7,371,62500,1,2.2,0.3,3.5,40,480,310,840,2,90
5211,"RIVER MUVATTAPUZHA AT PERUVAMMUZHI BRIDGE, ERNAKULAM",KERALA,25,30,6.5,8.1,5.4,6.9,29,200,1,2.8,0.3,1.2,2,17,2,39,2,130
43,RIVER MUVATTAPUZHA AT VETTIKKATTUMUKKU,KERALA,26,28,6.2,8.1,5.7,6.7,48,84,1,1.1,0.3,0.74,2,400,100,700,2,2
1563,RIVER NEYYAR AT AMARAVILA,KERALA,26,30,6,8.1,6.3,7.4,74,180,1,1.5,0.3,0.3,790,1800,1000,3100,2,2
2284,RIVER NEYYAR AT ARUVIPURAM,KERALA,26,29,5.9,7.6,6.4,7.4,74,171,1,2.7,0.3,0.3,910,2200,1300,3500,2,2
2288,RIVER PALLICKAL AT NELLIMUKAL,KERALA,24,28,6.4,8.6,6.3,8.1,110,299,1,2.1,0,5.5,58,150,580,790,2,20
1156,"RIVER PAMBA AT CHENGANNUR, ALAPPUZHA",KERALA,26,28,6.2,6.8,6.5,7.4,40,56,1,1,0.3,0.52,70,130,200,410,2,2
5205,"RIVER PAMBA AT MUNNAR, PATHANAMTHITTA",KERALA,25,29,5.9,6.9,6.5,7.2,45,54,1,1.1,0.3,0.38,58,100,170,310,2,2
1341,"RIVER PAMBA AT THAKAZHY, KERALA",KERALA,25,30,4.8,6.9,6.3,7.1,48,81,1,1.7,0.3,0.3,58,94,170,280,2,2
5207,"RIVER PAMBA AT VEEYAPURAM, ALAPPUZHA",KERALA,27,29,5.5,7.7,6.5,7.5,185,463,1.2,4.1,0.3,0.32,2,4900,2,7900,2,1000
10017,RIVER PAMBA D/S,KERALA,26,28,6.2,7.4,6.5,7.4,48,76,1,2.5,0.3,0.31,150,43000,430,130000,2,49
1565,"RIVER PAMBA DOWN, KERALA",KERALA,26,29,5.1,6.5,6.2,6.9,47,62,1,1.5,0.3,0.42,61,110,240,340,2,20
5191,"RIVER PAMBA NEAR THOTTAPPALLY HARBOUR, ALAPPUZHA",KERALA,,,4.7,8.1,6.3,7.5,,,,,0,0,2,6000,,,,
10016,RIVER PAMBA U/S,KERALA,26,28,6.5,7.6,6.7,7.6,40,58,1,1,0.3,0.3,100,3500,310,11000,2,2
17,RIVER PERIYAR AT ALUVA-ELOOR,KERALA,26,31,3,7.8,6.5,9.4,86,59700,1,3.2,0.3,2.65,400,7900,910,43000,17,940
18,RIVER PERIYAR AT KALADY,KERALA,25,29,6.5,8,6.1,9.5,28,58,1,1.9,0.3,0.3,210,3400,700,7900,20,700
2335,RIVER PERIYAR AT KALAMASSERY,KERALA,27,30,4.2,6.8,6.4,9,48,151,1,2.9,0.3,0.61,110,3200,340,7000,43,200
3468,"RIVER PERIYAR AT KWA INTAKE, ALUVA",KERALA,26,29,5.4,7.6,6.5,9.8,36,65,1,2,0.3,0.3,84,2000,250,5800,10,410
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,27,30,5.4,7.4,6.5,9,43,82,1,2.1,0.3,0.41,310,1500,1000,4300,17,840
5209,"RIVER PERIYAR AT PANAMKUTTY BRIDGE, IDUKKI",KERALA,24,26,5.9,8,6.5,7.2,41,110,1.4,2.5,0.3,0.87,310,1400,790,3700,2,790
2334,RIVER PERIYAR AT PATHALAM,KERALA,27,30,4,7.6,6.6,9.6,105,16380,1,3.9,0.3,17.04,200,7000,840,7900,43,1200
2336,RIVER PERIYAR AT PURAPPALLIKADAVU,KERALA,27,30,5.5,7.6,6.6,8.1,48,23950,1,2.9,0.3,1.01,170,7000,700,7900,17,200
1338,"RIVER PERIYAR AT SEWAGE DISCHARGE POINT,ALUVA, ERNAKULAM",KERALA,25,29,5.5,6.9,6.5,9.5,45,90,1,2.8,0.3,0.74,1000,3900,2200,31000,20,700
5193,"RIVER PERIYAR AZHIKODE FERRY, KODUNGALLUR,THRISSUR",KERALA,,,2.7,7.3,6.9,8.5,,,1,2.9,0,0,2,580,,,,
2329,RIVER PERIYAR RSVR AT BHOOTHATHANKETU,KERALA,25,30,7.3,8.7,6.1,9.2,26,51,1,2.4,0.3,0.63,2,2800,340,4800,2,790
2330,RIVER PERIYAR RSVR AT EDAMALAYAR,KERALA,25,29,6.6,8.1,6.5,8.6,19,38,1,1.9,0.3,0.3,8,380,150,4000,2,400
5208,RIVER PERIYAR AT KULAMAVU RESEVOIR AT IDUKKI,KERALA,22,26,5.1,7.8,6.3,6.9,48,73,1,2.8,0.3,0.83,2,1500,2,2000,2,400
2300,RIVER PERUVAMBA AT CHANDAPURA,KERALA,27,31,2.3,7.8,5.3,7,72,322,1,3.8,0.3,0.3,79,400,100,700,10,20
5232,"RIVER PERUVAMBA AT PERUMBA BRIDGE, KANNUR",KERALA,28,31,3.1,7.8,6.1,7.2,450,58800,1.8,3.2,0.3,0.8,40,490,400,920,10,78
2303,RIVER PULLUR AT PULLUR BRIDGE,KERALA,26,32,7,8,6.8,7.8,55,167,1,1.2,0.3,0.41,2,310,110,1100,2,40
5213,"RIVER PUZHAKKAL AT PANCHIKKAL CANAL, THRISSUR",KERALA,23,37,1.4,7.2,6.8,8.1,98,433,1.2,2.9,0.3,0.36,2,350,100,840,2,2
2290,RIVER PUZHAKKAL AT PUZHACKAL BRIDGE,KERALA,16,35,2.3,6.6,6.6,8.2,87,160,1,2.9,0.3,0.3,2,490,2,630,2,2
5233,"RIVER RAMAPURAM AT KAPPUNGAL, KANNUR",KERALA,27,32,4.8,7.8,5.8,7.4,88,210,1,3,0.3,0.3,100,310,200,600,10,20
2299,RIVER RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,27,31,3.7,8.4,5.2,7.6,270,54400,1.3,4.3,0.3,0.78,100,490,380,920,10,20
2305,RIVER SHIRIYA AT ANGADIMOGARU,KERALA,26,32,7.5,7.9,7.1,8.4,74,125,1,1.6,0.3,0.58,2,460,540,940,2,49
2296,RIVER THALASSERRY AT PATHIPALAM,KERALA,27,30,5.5,10.1,5.5,7.7,128,668,1,3,0.3,1.7,10,400,49,790,10,20
5241,"RIVER THALASSERY AT KODUVALLY, KANNUR",KERALA,27,31,3.3,7.4,6.5,7.4,1200,58400,1.5,4.1,0.3,0.5,200,600,400,920,10,20
5240,"RIVER THALASSERY AT KUNDUCHIRA, KANNUR",KERALA,27,31,3.5,7.1,4.4,7.6,185,41100,1,3.9,0.3,0.3,200,490,400,910,10,20
5236,"RIVER THALLASSERRY AT ERANJOLI PALAM, KANNUR",KERALA,28,31,4,7.4,5.2,7.3,350,56000,1,3,0.3,1.8,200,400,350,800,10,20
2306,RIVER UPPALA AT UPPALA BR.,KERALA,27,31,5.1,7.7,6.4,8,113,62400,1,2.4,0.3,0.64,79,420,280,840,6,94
5177,"RIVER VALAPATTANAM AT AZHEEKAL PORT, AZHEEKODE,KANNUR",KERALA,,,3,7.1,6.7,8,,,,,0,0,120,480,,,,
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,26,32,3.7,8.1,5.7,7.1,220,48500,1.3,2.8,0.3,0.3,200,450,320,920,10,40
5235,"RIVER VALAPATTANAM AT PAVANNUR, KANNUR",KERALA,26,30,4.5,8.5,6.4,7.3,101,26700,1,3,0.3,0.3,100,400,200,920,10,20
2318,"RIVER VALAPATTANAM AT PAZHASSI RESERVOIR, KANNUR",KERALA,26,30,6.8,8.1,5.5,7.5,81,218,1.2,2.6,0.3,0.3,79,400,200,920,10,20
5239,"VALAPATTANAM RIVER AT IRRITY BRIDGE,KANNUR",KERALA,28,32,4.3,8.5,5.3,7.5,87,250,1,2.9,0.3,0.3,100,400,200,800,10,20
1442,"RIVER VAMANAPURAM AT VAMANAPURAM, THIRUVANANTHAPURAM",KERALA,26,29,6.7,8,6.3,7.4,62,147,1,2,0.3,0.3,200,1800,600,2200,2,2
5206,"RIVER VARATTAAR AT ARATTUKADAVU, ALAPPUZHA",KERALA,27,29,1.1,7.6,6.3,9.2,165,594,1.2,6,0.3,0.52,2,1500,100,4800,2,400
1570,"RIVER NILESWARAM NEAR NILESWARAM BRIDGE AT HOSDURG, KASARAGOD",KERALA,27,31,3.8,7.3,6.4,7.7,84,58400,1,2.7,0.3,7.23,2,390,260,800,2,79
1571,RIVER KARYANKODE AT KAKKADAVU,KERALA,27,31,6.3,7.6,7.1,8.5,65,224,1,2.6,0.3,0.31,2,210,280,700,2,63
1572,RIVER CHANDRAGIRI AT  PADIYATHADKA,KERALA,27,31,6.9,7.8,6.8,8.2,59,167,1,2.2,0.3,0.5,100,380,320,840,2,79
2292,"RIVER TIRUR AT THALAKKADATHUR BRIDGE, MALAPPURAM",KERALA,22,24,2.5,5.8,6.7,7.8,102,16540,1,3,0.3,0.58,20,480,31,1100,2,130
2293,RIVER KADALUNDI AT HAJIRAPPALLY,KERALA,22,24,6,9,6.6,7.6,81,126,1,3,0.3,0.7,20,250,31,490,2,49
2302,RIVER NILESWARAM AT NAMBIARKAL DAM,KERALA,27,32,5.1,7.5,6.2,8,101,45600,1,2.6,0.3,0.47,2,240,170,790,2,49
5169,"RIVER KAKKAD AT KAKKAD ,KANNUR",KERALA,27,32,2.1,6.8,6.1,7.3,265,59700,1,3,0.3,0.3,200,400,400,790,10,20
5231,"RIVER KAVVAI AT KANKOL, KANNUR",KERALA,27,30,4.5,6.8,6,7.4,50,346,1,2.2,0.3,0.64,150,310,300,600,10,20
5171,CHERUVATHUR  - MADAKKARA HARBOUR AT CHERUVATHUR PANCHAYATH KASARAGOD,KERALA,,,1.6,7.4,6.4,8.1,,,1,2.8,0,0,28,350,,,,
5237,"RIVER KAKKAD AT VARANAM KADAVU BRIDGE, KANNUR",KERALA,26,32,2.9,7.7,6,7.4,630,59700,1.2,4.4,0.3,0.42,100,600,200,920,10,20
5238,"RIVER ANCHARAKANDY  AT ODAKADAVU BRIDGE, KANNUR",KERALA,28,30,6.3,7.8,5.5,7.4,120,20800,1,3.9,0.3,0.46,100,460,200,920,10,20
5242,"PALLANGODE BRIDGE AT PUTHIYAMBALAM, KASARAGOD",KERALA,27,32,7,7.8,6.7,8.1,62,121,1,1.7,0.3,0.31,32,430,200,940,4,70
5243,"CHANDRAGIRI RIVER AT CHANDRAGIRI BRIDGE, KASARAGOD",KERALA,26,32,2.1,7.9,6.6,7.7,103,59800,1,2.5,0.3,2.38,100,5000,270,6200,2,1200
5197,"RIVER KILLIYAR AT MARUTHAMKUZHI BRIDGE, THIRUVANANTHAPURAM",KERALA,26,29,6.3,7.5,6.4,7.4,133,220,1,3.6,0.3,0.3,1100,3300,2000,4500,2,2
5214,"RIVER WADAKKANCHERY AT WADAKKANCHERY PALAM,THRISSUR",KERALA,15,29,1.3,7.1,6.3,8.4,99,380,1,2.9,0.3,0.3,2,400,100,920,2,2
5216,"RIVER KANNADIPPUZHA AT THIRUNELLAYI BRIDGE, PALAKKAD",KERALA,27,34,5.3,7.6,7.6,8.4,368,499,1.3,3.2,0.3,0.53,2,400,2,600,2,40
5217,"RIVER NELLIPUZHA AT NELLIPUZHA BRIDGE, MANNARKKAD, PALAKKAD",KERALA,23,30,5.7,8.3,7.3,8,58,163,1,2.5,0.3,0.67,100,400,200,600,2,100
5218,"RIVER KUNTHIPUZHA AT MANNARKKAD, PALAKKAD",KERALA,23,29,6.4,8.3,7.3,8.1,90,125,1,2.9,0.3,0.42,2,490,2,600,2,60
5220,RIVER TIRUR AT NADUVILANGADI,KERALA,22,24,3,6.5,6.6,8,141,36960,1,2.4,0.3,2.5,40,350,79,840,20,150
5221,"RIVER IRUVAZHINJI AT CHEPPILANKODE, KOZHIKODE",KERALA,25,31,6.3,8.2,6.1,7,27,56,1,1,0.3,0.33,700,3200,920,6400,31,220
5222,"RIVER IRUVAZHINJI AT MUKKAM BRIDGE, KOZHIKODE",KERALA,25,29,6.6,8.1,6.1,6.9,30,106,1,1.2,0.3,0.46,700,3800,1300,5800,10,210
5223,"RIVER IRUVAZHINJI AT KUTTIPALAKAL, KOZHIKODE",KERALA,26,29,5.2,7.9,6.1,7.1,31,62,1,1.4,0.3,0.53,160,4100,400,6300,10,240
2651,"RIVER AMBA AT D/S OF WAKEN BRIDGE, VILLAGE- WAKEN PHATA, TALUKA- ROHA, DISTRICT- RAIGAD. ( U/S OF THE
JACKWELLS OF M/S SUPREME PETROCHEMICALS & MIDC )",MAHARASHTR A,27,32,5.6,7.5,7.5,8.2,75,816,1,3.5,0.3,0.55,5,79,23,240,2,8
2653,"RIVER BHATSA AT D/S OF LIBERTY OIL MILLS, VILLAGE- SATNE, TALUKA- SHAHAPUR, DISTRICT- THANE.",MAHARASHTR A,18,38,5.3,7.5,7.5,8.8,68,387,1,4,0.3,0.85,2,34,43,130,2,5
1461,"RIVER BHATSA AT D/S OF PISE DAM, VILLAGE. PISE, TALUKA. BHIWANDI, DISTRICT. THANE.",MAHARASHTR A,28,36,5.9,7.5,7.5,8.3,75,223,1,4.4,0.3,0.65,2,8,22,110,2,2
2654,"RIVER BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE.",MAHARASHTR A,18,36,5.3,7.5,7.4,8.8,63,386,1,4,0.3,0.41,2,22,8,110,2,4
1092,"RIVER KALU AT ATALE VILLAGE, VILLAGE- ATALE, TALUKA- KALYAN, DISTRICT- THANE.",MAHARASHTR A,23,30,1,7.5,6.8,8.1,113,2918,1,42,0.3,32.75,7,490,23,1600,2,46
2670,"RIVER KAN AT SAKRI WATER WORKS, VILLAGE. SAKRI, TALUKA. DHULE, DISTRICT. DHULE.",MAHARASHTR A,16,22,5.6,7,7.2,7.8,333,1584,2.6,3.8,1.97,5.96,4,6,40,75,2,2
2198,"RIVER KUNDALIKA AT ARE KHURD (SALINE ZONE), VILLAGE- AREKHURD,TALUKA- ROHA, DISTRICT- RAIGAD.",MAHARASHTR A,27,33,3.7,7,6.7,7.8,108,13580,1,18,0.48,3.68,2,130,23,920,2,7
2672,"RIVER KUNDALIKA AT DHATAV AT JACKWELL, VILLAGE. DHATAV ,TALUKA. ROHA, DISTRICT. RAIGAD.",MAHARASHTR A,27,35,5.4,7.5,7.5,8.6,71,101,1,3.5,0.3,0.54,2,49,13,170,2,2
1152,"RIVER KUNDALIKA AT ROHA BRIDGE, VILLAGE-ROHA, TALUKA- ROHA, DISTRICT- RAIGAD.",MAHARASHTR A,27,33,5.2,7.2,7.3,9,79,180,1,4,0.3,0.59,2,49,7,170,2,9
2671,"RIVER KUNDALIKA NEAR SALAV BRIDGE (SALINE ZONE), VILLAGE-SALAV, TALUKA- ROHA, DISTRICT- RAIGAD.",MAHARASHTR A,27,31,4,6.7,7,8.2,15370,55320,5,18,0.47,2.97,8,130,33,920,2,7
2168,"RIVER MITHI NEAR ROAD BRIDGE, VILLAGE- MAHIM, TALUKA- BANDRA, DISTRICT- MUMBAI.",MAHARASHTR A,26,29,0.3,4.5,6.9,8.1,576,24920,1,210,0.3,6.74,1700,540000,2200,920000,920,2200
2676,"RIVER MUCHKUNDI AT WAKED, RATNAGIRI, NEAR M/S ASAHI INDIA GLASS LTD., VILLAGE- WAKED, TALUKA- LANJA, DISTRICT- RATNAGIRI.",MAHARASHTR A,25,31,6,8,7.2,8.2,78,6144,1.8,3,0.3,0.71,4,7,15,26,2,2
2685,"RIVER PATALGANGA AT D/S OF KHARPADA BRIDGE , VILLAGE- KHARPADA, TALUKA- KHALAPUR, DISTRICT- RAIGAD.",MAHARASHTR A,26,33,5.4,7,6.9,7.9,70,8233,2.2,8,0.79,2.79,2,110,23,540,2,9
2689,"RIVER PATALGANGA AT GAGANGIRI MAHARAJ TEMPLE, VILLAGE- KHOPOLI, TALUKA- KHALAPUR, DISTRICT-
RAIGAD.",MAHARASHTR A,26,32,6.3,7.5,7.2,8.1,51,254,2.2,5,0.3,0.96,2,49,23,280,2,9
